item_id,item_name,category,item_condition,starting_price,final_price,bids_count,auction_duration,seller_rating,buyer_region
4715,Baby Stroller,Jewelry,4,232.99,2917.48,9,14,1.9,Asia
4716,4K Projector,Jewelry,3,212.75,30.91,9,72,4.8,North America
4717,Portable Charger,Clothing,3,182.61,3395.66,15,64,4.1,Australia
4718,Dining Table,Clothing,2,345.65,531.08,69,68,4.8,Africa
4719,Sofa,Furniture,3,394.29,4863.84,2,25,4.3,North America
4720,Vintage Watch,Clothing,3,237.64,3061.38,93,45,1.2,Asia
4721,Robot Vacuum,Art,3,73.22,3241.32,57,21,2.6,Asia
4722,Mountain Bike,Jewelry,4,239.76,2339.43,47,27,5.0,North America
4723,4K Projector,Furniture,4,409.33,4699.05,70,10,3.1,Africa
4724,Gaming Console,Electronics,2,304.85,3966.83,92,6,5.0,Europe
4725,Leather Jacket,Jewelry,2,256.81,2325.87,18,21,1.9,North America
4726,Cookware Set,Jewelry,4,292.8,652.0,62,21,2.9,Australia
4727,Cookware Set,Art,1,11.89,2053.19,18,22,1.4,South America
4728,Leather Jacket,Books,4,25.76,4106.13,15,71,1.5,Australia
4729,Portable Charger,Books,1,371.13,2488.23,13,36,2.7,Asia
4730,Winter Coat,Clothing,2,332.61,2499.92,6,37,2.4,Africa
4731,Luggage Set,Jewelry,3,348.69,20.1,61,3,1.9,Asia
4732,Luggage Set,Clothing,1,331.1,3511.0,26,2,4.6,Africa
4733,Board Game,Jewelry,4,258.39,4750.55,95,25,2.9,Europe
4734,Diamond Ring,Jewelry,2,120.4,2708.61,21,53,4.4,South America
4735,Board Game,Clothing,1,227.74,616.65,33,21,1.5,Asia
4736,Action Figure,Art,1,252.13,1889.49,27,43,2.7,Europe
4737,LED TV,Furniture,4,399.41,611.79,64,33,3.4,Asia
4738,Laptop,Jewelry,3,487.59,3987.55,77,13,2.4,Africa
4739,Luggage Set,Electronics,4,77.68,2831.9,59,49,1.3,South America
4740,Wireless Headphones,Art,1,70.62,1222.32,60,59,2.1,Africa
4741,Leather Jacket,Furniture,4,146.78,3204.55,82,21,3.0,Europe
4742,Luggage Set,Art,3,415.28,3510.0,5,47,2.1,Europe
4743,Vintage Watch,Art,2,477.48,2300.38,73,56,2.0,Australia
4744,Designer Handbag,Furniture,2,280.47,3847.36,44,54,2.0,Europe
4745,LED TV,Electronics,3,177.93,4385.55,58,44,2.6,Africa
4746,Portable Charger,Art,2,38.87,2978.19,17,54,4.4,Africa
4747,Diamond Ring,Electronics,3,234.45,3193.7,97,62,2.8,South America
4748,Action Figure,Art,2,35.86,4117.03,98,14,3.7,North America
4749,Smart Thermostat,Electronics,1,439.72,3675.07,56,69,2.6,South America
4750,Board Game,Clothing,4,282.23,2747.75,6,21,2.8,North America
4751,Bookshelf,Jewelry,2,33.27,2569.08,69,9,2.0,Europe
4752,Board Game,Jewelry,4,313.88,2357.86,19,42,3.8,Europe
4753,Dog Bed,Clothing,4,194.39,2336.71,65,55,1.9,North America
4754,Smart Thermostat,Electronics,2,37.97,670.41,24,66,1.9,Australia
4755,Canvas Painting,Art,3,113.49,3536.71,7,57,3.8,Africa
4756,Wall Art,Books,2,492.46,341.77,81,53,2.2,Australia
4757,Bookshelf,Clothing,4,291.56,2970.63,70,54,4.9,Australia
4758,Coffee Maker,Books,1,166.33,2962.97,60,62,2.5,Africa
4759,Mountain Bike,Furniture,3,467.26,2553.28,100,34,3.5,Africa
4760,Tablet,Jewelry,3,58.26,4909.07,87,38,2.2,Australia
4761,Dining Table,Clothing,2,66.88,3356.76,19,67,1.8,North America
4762,Gaming Console,Art,2,94.9,974.81,17,60,1.1,Asia
4763,Board Game,Electronics,1,20.56,1425.91,14,16,1.3,Australia
4764,Cookware Set,Books,4,415.18,3836.3,33,37,1.3,South America
4765,Winter Coat,Art,1,39.65,4040.57,52,44,3.9,North America
4766,4K Projector,Clothing,3,499.46,2417.19,42,20,1.5,Europe
4767,Sneakers,Art,4,228.57,1761.66,50,67,4.3,Europe
4768,Luggage Set,Furniture,4,35.67,1146.67,75,14,1.9,Europe
4769,Diamond Ring,Furniture,4,491.28,2147.13,9,1,4.4,Africa
4770,Vintage Watch,Clothing,4,452.42,1224.97,26,12,3.8,Europe
4771,Portable Charger,Furniture,4,81.85,112.12,29,49,4.7,North America
4772,Gaming Console,Books,3,474.5,3285.81,98,30,3.8,South America
4773,Collectible Coin,Books,4,64.46,4531.57,99,36,3.6,Asia
4774,Backpack,Furniture,4,282.61,4492.33,78,39,1.2,South America
4775,4K Projector,Furniture,3,278.75,1549.52,21,46,2.5,Europe
4776,Espresso Machine,Books,2,36.82,1718.47,3,60,2.7,Europe
4777,Antique Vase,Books,4,259.99,1453.84,36,33,4.4,South America
4778,Winter Coat,Art,1,65.44,2449.54,90,19,4.1,South America
4779,Wall Art,Art,3,298.97,889.47,99,56,3.1,Asia
4780,LED TV,Books,3,139.81,1661.32,57,44,2.2,South America
4781,Canvas Painting,Art,1,410.7,4615.52,28,25,1.5,Africa
4782,Sofa,Jewelry,2,261.13,579.5,5,42,4.0,Europe
4783,Bookshelf,Electronics,4,417.24,2657.78,100,60,4.1,Asia
4784,Tablet,Clothing,3,42.06,410.53,85,47,2.4,Africa
4785,Winter Coat,Art,1,27.68,2881.63,86,19,3.7,Australia
4786,Designer Handbag,Furniture,1,363.45,4347.03,85,2,4.0,Australia
4787,Gaming Console,Clothing,3,286.4,3579.6,50,22,3.1,North America
4788,Baby Stroller,Electronics,2,59.36,1014.56,3,49,2.8,Australia
4789,Fitness Tracker,Furniture,2,349.77,4597.87,48,38,3.7,Africa
4790,Antique Vase,Furniture,4,481.41,1008.36,4,55,3.8,Asia
4791,Board Game,Electronics,1,16.4,1620.75,31,24,1.6,Europe
4792,Bluetooth Speaker,Books,4,206.62,4924.54,91,46,3.4,Africa
4793,Diamond Ring,Books,2,90.86,2893.21,45,29,4.6,Africa
4794,Portable Charger,Art,4,72.29,2833.88,2,41,3.3,Australia
4795,Dining Table,Books,2,444.78,3955.38,3,63,2.3,North America
4796,Electric Guitar,Jewelry,4,354.19,4069.36,95,70,4.8,Australia
4797,Board Game,Books,2,366.96,1167.57,7,58,1.0,South America
4798,Cookware Set,Furniture,4,15.58,1449.7,66,29,3.8,Australia
4799,Diamond Ring,Jewelry,1,472.58,3568.48,98,24,1.1,North America
4800,Desk Lamp,Jewelry,3,123.73,1706.99,96,20,1.5,Asia
4801,Action Figure,Books,1,450.98,4564.4,98,20,3.0,Africa
4802,Bluetooth Speaker,Furniture,2,69.25,403.03,39,42,3.3,Europe
4803,4K Projector,Electronics,3,278.56,2520.7,81,67,1.0,Asia
4804,Sofa,Clothing,2,243.98,3369.21,95,63,4.4,North America
4805,Dining Table,Clothing,3,162.76,3288.73,34,34,1.3,Europe
4806,Dog Bed,Furniture,1,194.07,4562.89,28,19,2.8,Australia
4807,4K Projector,Electronics,3,225.25,3931.9,50,50,4.7,Australia
4808,Electric Guitar,Clothing,3,155.96,996.24,70,46,3.5,South America
4809,Backpack,Furniture,2,117.3,3298.75,69,61,2.3,North America
4810,Desk Lamp,Art,2,57.69,2354.63,33,53,3.1,North America
4811,Wireless Headphones,Furniture,1,368.67,800.84,54,47,2.3,South America
4812,Camera Lens,Furniture,2,443.75,2236.28,18,8,1.8,North America
4813,Tablet,Furniture,3,131.41,4777.61,24,56,3.5,Africa
4814,Coffee Maker,Books,3,330.07,123.24,89,63,4.6,South America
4815,Coffee Maker,Art,3,174.95,1593.22,8,3,3.0,North America
4816,Gaming Console,Furniture,1,242.16,2440.24,38,10,2.9,Africa
4817,Portable Charger,Art,1,196.46,841.21,16,4,3.7,Asia
4818,Smart Thermostat,Furniture,1,435.19,1375.12,34,62,2.9,Africa
4819,Electric Guitar,Books,3,477.0,4724.45,28,43,3.3,Europe
4820,Dog Bed,Electronics,3,392.82,4275.25,73,41,3.0,Australia
4821,Fitness Tracker,Furniture,2,162.78,1458.31,13,19,4.3,Australia
4822,Board Game,Jewelry,2,434.3,3089.06,51,58,2.4,South America
4823,E-Reader,Books,3,371.58,853.44,45,28,2.1,Asia
4824,Sneakers,Furniture,1,156.47,2372.58,98,61,1.1,Australia
4825,4K Projector,Books,1,30.68,212.59,79,11,2.9,Africa
4826,Mountain Bike,Books,2,491.76,745.16,12,5,1.3,Africa
4827,Baby Stroller,Jewelry,1,166.24,4998.44,49,43,1.3,Europe
4828,Robot Vacuum,Furniture,1,50.15,1019.93,84,21,2.1,South America
4829,LED TV,Furniture,2,53.58,417.91,4,13,3.5,Africa
4830,Designer Handbag,Books,2,16.35,3772.21,95,42,3.8,Africa
4831,Antique Vase,Clothing,4,18.26,417.66,24,55,3.3,Europe
4832,Tablet,Jewelry,4,311.44,971.62,23,64,2.7,South America
4833,LED TV,Art,4,155.09,3205.26,35,1,4.0,Europe
4834,Bookshelf,Books,4,342.26,3324.37,23,54,2.4,Africa
4835,Leather Jacket,Art,3,331.41,2562.56,61,39,3.7,Africa
4836,Camera Lens,Art,4,350.55,3115.82,58,10,3.2,North America
4837,Collectible Coin,Books,1,222.82,2394.73,67,13,3.0,South America
4838,Tablet,Furniture,4,421.55,4130.8,53,19,4.4,Europe
4839,Bluetooth Speaker,Jewelry,2,235.7,2396.05,72,50,1.5,South America
4840,Wireless Headphones,Books,2,251.62,761.52,7,47,3.2,South America
4841,Action Figure,Jewelry,4,361.25,1167.91,61,1,2.3,Australia
4842,Leather Jacket,Jewelry,3,481.59,1625.55,45,14,3.8,Africa
4843,Smartwatch,Art,3,93.6,4936.3,89,8,2.0,Africa
4844,Gaming Console,Jewelry,4,309.76,816.0,91,5,3.3,South America
4845,Gaming Console,Books,2,155.78,4512.48,73,47,2.7,Africa
4846,Board Game,Furniture,1,216.51,2628.43,84,29,2.5,North America
4847,Collectible Coin,Art,1,10.51,1780.59,52,26,1.4,Europe
4848,Diamond Ring,Clothing,2,200.68,2488.64,21,54,1.5,Europe
4849,Mountain Bike,Art,2,370.23,3277.87,36,6,4.4,Australia
4850,Luggage Set,Books,2,117.28,3682.03,39,6,4.8,Europe
4851,Sneakers,Jewelry,2,164.48,2004.33,63,44,3.3,North America
4852,Coffee Maker,Books,1,462.1,1042.52,39,31,2.3,South America
4853,Smartwatch,Jewelry,1,463.57,1737.63,64,47,4.2,Africa
4854,LED TV,Jewelry,1,140.56,517.99,89,48,1.6,Asia
4855,Gaming Console,Jewelry,3,353.4,4361.03,61,31,3.0,Africa
4856,Coffee Maker,Books,3,30.78,1087.53,29,38,1.1,North America
4857,Tablet,Clothing,4,399.43,1714.95,68,39,2.0,South America
4858,Vintage Watch,Art,2,37.74,4233.96,30,32,4.9,North America
4859,Bluetooth Speaker,Furniture,4,92.64,2766.05,75,2,4.3,Africa
4860,Bookshelf,Art,2,417.69,4902.51,46,35,1.7,South America
4861,Luggage Set,Books,4,199.6,256.16,99,68,4.0,South America
4862,Electric Guitar,Art,2,355.57,1809.07,15,17,2.6,Asia
4863,4K Projector,Clothing,3,135.14,3086.63,86,27,3.9,Asia
4864,Smart Thermostat,Electronics,3,25.8,4615.28,88,15,4.2,Africa
4865,Bluetooth Speaker,Furniture,2,195.24,2450.55,22,28,3.1,Australia
4866,Backpack,Books,4,262.87,836.71,42,62,2.2,Europe
4867,Wall Art,Books,4,480.37,118.16,62,32,3.9,Africa
4868,LED TV,Jewelry,1,257.37,4467.77,56,64,1.7,Africa
4869,Smart Thermostat,Furniture,3,13.72,3809.48,92,5,4.1,North America
4870,E-Reader,Furniture,4,12.68,1925.11,75,16,3.2,Asia
4871,Bluetooth Speaker,Clothing,1,33.39,3571.46,21,44,3.6,Europe
4872,Action Figure,Furniture,3,378.63,3168.34,51,50,4.8,South America
4873,Diamond Ring,Books,2,346.56,195.66,96,18,4.0,Africa
4874,Collectible Coin,Electronics,2,29.33,54.46,92,5,2.7,Australia
4875,Laptop,Art,3,280.29,1964.27,46,23,3.1,Africa
4876,Bluetooth Speaker,Jewelry,3,11.2,1881.2,2,27,3.3,South America
4877,Baby Stroller,Clothing,3,277.15,3702.73,86,24,2.9,Europe
4878,Board Game,Books,2,111.63,2665.56,7,16,3.8,Asia
4879,Winter Coat,Furniture,1,353.16,1560.84,47,6,1.5,Australia
4880,Smartphone,Jewelry,2,55.55,3348.93,26,46,1.6,Asia
4881,Tablet,Books,3,216.0,2714.12,90,47,2.2,Asia
4882,Fitness Tracker,Furniture,1,172.15,612.44,3,33,4.1,South America
4883,Electric Guitar,Books,4,185.76,1559.75,66,38,1.1,North America
4884,Robot Vacuum,Art,1,159.75,3836.14,30,59,4.2,South America
4885,Vintage Watch,Jewelry,1,275.13,42.74,3,41,4.3,Australia
4886,Winter Coat,Electronics,1,153.08,3702.96,86,56,3.7,Australia
4887,Camera Lens,Furniture,1,36.62,3598.14,39,10,3.1,Asia
4888,Sofa,Clothing,1,10.68,2651.54,98,21,1.0,Europe
4889,Robot Vacuum,Electronics,4,471.44,2880.24,99,20,2.2,Africa
4890,Luggage Set,Jewelry,1,434.75,608.52,23,47,4.2,South America
4891,Luggage Set,Jewelry,4,412.07,1790.15,88,9,3.7,South America
4892,Camera Lens,Art,4,309.41,1034.48,37,60,2.9,Asia
4893,Electric Guitar,Electronics,3,313.63,1438.08,30,2,4.4,South America
4894,Board Game,Electronics,1,479.94,4458.38,46,50,1.9,Asia
4895,Canvas Painting,Jewelry,4,430.92,3395.96,40,32,2.4,Europe
4896,Sneakers,Books,4,465.48,471.69,16,38,3.4,Asia
4897,4K Projector,Jewelry,1,151.81,3964.76,18,25,1.3,Australia
4898,Portable Charger,Furniture,3,185.78,4080.45,78,12,4.0,North America
4899,Vintage Watch,Art,1,312.38,1657.16,4,57,3.2,Australia
4900,Board Game,Electronics,4,253.45,2617.49,11,61,1.8,North America
4901,Sneakers,Art,2,409.91,209.91,90,67,4.8,North America
4902,Dog Bed,Electronics,2,249.04,3019.59,12,49,5.0,Africa
4903,Camera Lens,Books,4,162.07,459.06,65,25,1.6,Australia
4904,Espresso Machine,Art,1,50.95,3241.11,96,51,2.0,Asia
4905,Gaming Console,Electronics,1,183.9,2939.44,65,20,2.7,Australia
4906,Robot Vacuum,Art,4,499.13,4856.34,76,16,3.5,Asia
4907,Smart Thermostat,Clothing,4,127.38,2667.19,13,45,2.2,Australia
4908,Bluetooth Speaker,Furniture,3,348.46,4835.03,4,2,1.3,Asia
4909,4K Projector,Art,4,140.2,3675.55,62,47,3.7,Australia
4910,Fitness Tracker,Furniture,1,444.88,3473.03,20,26,1.5,Australia
4911,Canvas Painting,Books,3,289.87,4586.31,68,12,4.9,South America
4912,Backpack,Books,3,375.85,2772.33,58,72,4.4,South America
4913,Winter Coat,Jewelry,3,134.82,168.89,63,45,4.6,Africa
4914,Antique Vase,Art,3,297.93,3064.79,42,47,4.4,Australia
4915,Smart Thermostat,Jewelry,2,332.36,1217.7,80,17,4.9,South America
4916,Vintage Watch,Electronics,4,138.63,4636.96,1,56,2.4,Africa
4917,Gaming Console,Jewelry,3,134.33,2091.19,96,69,2.5,Asia
4918,Bluetooth Speaker,Jewelry,3,165.2,4544.03,53,11,2.8,Europe
4919,Bluetooth Speaker,Books,4,308.29,4023.73,77,35,1.6,Asia
4920,Antique Vase,Furniture,2,496.59,3681.09,97,48,2.7,Asia
4921,Sneakers,Furniture,2,206.36,2012.78,66,61,4.0,Australia
4922,Cookware Set,Art,3,331.87,4989.3,98,1,2.4,North America
4923,Cookware Set,Art,3,370.09,3867.54,73,38,2.8,Australia
4924,Leather Jacket,Books,4,211.09,2017.31,49,53,1.9,Africa
4925,Bluetooth Speaker,Electronics,4,108.83,3170.32,90,17,2.4,Asia
4926,Sneakers,Electronics,1,166.74,2665.49,75,19,1.7,Africa
4927,Backpack,Jewelry,4,494.68,3341.19,94,23,2.5,Europe
4928,Wireless Headphones,Books,2,134.73,648.36,5,13,3.4,Australia
4929,Collectible Coin,Electronics,2,59.72,3756.41,23,25,3.4,Australia
4930,Sofa,Jewelry,2,168.16,1337.04,54,35,3.9,Asia
4931,Camera Lens,Art,2,240.15,1191.15,81,8,3.6,North America
4932,Tablet,Furniture,2,225.16,1201.69,77,10,4.2,North America
4933,Smart Thermostat,Clothing,1,244.19,1322.61,96,39,2.7,Asia
4934,Wall Art,Electronics,3,438.08,4859.13,90,51,1.6,Asia
4935,Mountain Bike,Books,1,236.76,1026.56,82,35,2.4,South America
4936,Canvas Painting,Furniture,3,346.69,1906.22,69,61,2.6,Europe
4937,Action Figure,Furniture,1,215.84,1076.17,86,36,1.4,Europe
4938,Antique Vase,Books,3,473.63,4846.33,36,38,2.4,North America
4939,Laptop,Clothing,1,270.39,528.43,66,23,1.8,South America
4940,Tablet,Clothing,4,362.57,2876.14,82,33,2.1,Europe
4941,Coffee Maker,Books,1,470.75,3464.83,37,63,1.7,Africa
4942,Vintage Watch,Electronics,1,113.47,384.97,97,11,1.6,North America
4943,Camera Lens,Art,2,140.51,1413.19,62,19,3.9,Australia
4944,Electric Guitar,Books,4,295.38,883.83,42,18,3.7,Asia
4945,4K Projector,Art,1,30.68,1483.04,82,19,4.0,Asia
4946,Leather Jacket,Art,2,312.81,370.33,29,28,2.6,Asia
4947,Mountain Bike,Art,4,49.82,264.94,70,61,4.1,North America
4948,LED TV,Clothing,1,134.94,1814.02,46,2,2.7,Asia
4949,Sneakers,Electronics,1,402.38,3835.46,84,5,2.5,Asia
4950,Baby Stroller,Electronics,1,444.38,4863.0,63,43,4.4,North America
4951,Vintage Watch,Jewelry,1,428.58,2764.44,70,2,2.9,Europe
4952,Smart Thermostat,Art,4,306.68,2936.6,82,34,2.9,Asia
4953,Desk Lamp,Clothing,4,260.29,2711.64,13,31,3.4,Europe
4954,Fitness Tracker,Art,1,233.47,2889.04,45,2,4.6,South America
4955,Bookshelf,Books,4,459.35,3657.36,26,20,3.5,Australia
4956,Wall Art,Books,1,349.0,2132.64,69,66,3.8,Asia
4957,4K Projector,Art,3,275.52,2615.69,46,60,4.0,North America
4958,Designer Handbag,Electronics,1,133.54,765.26,89,54,1.9,Europe
4959,Sneakers,Electronics,1,288.33,1977.18,87,30,1.2,Africa
4960,Wireless Headphones,Furniture,4,496.86,4975.93,64,69,4.7,Europe
4961,Laptop,Electronics,2,116.12,2325.25,81,27,3.7,Asia
4962,Backpack,Jewelry,2,292.82,1551.86,7,20,4.7,Asia
4963,Action Figure,Art,3,353.06,1556.57,33,7,1.5,Asia
4964,Smart Thermostat,Jewelry,3,215.67,4377.78,23,29,3.2,Africa
4965,Sneakers,Clothing,4,475.72,1927.87,18,71,4.9,Australia
4966,LED TV,Electronics,4,239.1,1082.08,75,60,3.5,Europe
4967,LED TV,Jewelry,4,74.66,973.9,38,21,2.5,Australia
4968,LED TV,Books,1,28.6,3237.92,38,4,2.9,North America
4969,Board Game,Electronics,4,232.08,2986.71,17,62,3.9,South America
4970,Board Game,Art,3,431.0,3726.97,22,5,3.6,Asia
4971,Action Figure,Clothing,1,32.4,1241.62,92,43,2.2,North America
4972,Fitness Tracker,Books,3,295.18,4478.11,39,18,2.7,Europe
4973,Bookshelf,Electronics,1,175.07,3743.86,81,72,1.2,Africa
4974,Dining Table,Books,1,328.17,1804.56,25,23,1.5,Africa
4975,Bluetooth Speaker,Electronics,4,352.27,2469.63,33,37,2.1,Asia
4976,Smartwatch,Clothing,1,362.49,4547.75,13,46,1.6,Europe
4977,Portable Charger,Books,1,208.86,2858.58,26,29,4.4,Australia
4978,Desk Lamp,Furniture,3,193.48,1911.36,10,50,4.8,Asia
4979,Wall Art,Books,4,471.97,1419.44,72,47,1.4,South America
4980,Smartphone,Clothing,3,55.48,3103.19,5,43,2.6,Asia
4981,Coffee Maker,Clothing,4,37.94,2370.36,68,67,2.1,North America
4982,Tablet,Books,1,158.46,233.52,29,59,2.3,Australia
4983,Backpack,Furniture,2,251.15,2533.45,19,31,3.4,Africa
4984,Bookshelf,Electronics,4,27.53,1419.55,36,17,2.8,Asia
4985,Wireless Headphones,Clothing,4,112.04,3839.67,78,27,4.5,Europe
4986,Smart Thermostat,Jewelry,1,197.75,342.25,90,49,1.9,Australia
4987,Espresso Machine,Clothing,4,430.37,873.66,54,10,2.2,South America
4988,Smart Thermostat,Books,4,73.7,2550.03,26,32,4.3,Africa
4989,Espresso Machine,Jewelry,2,470.68,2484.89,71,13,3.2,Asia
4990,Sneakers,Furniture,4,110.21,1290.46,50,34,2.9,North America
4991,Dog Bed,Electronics,3,197.49,1472.61,20,53,3.8,Africa
4992,Baby Stroller,Electronics,4,293.25,1322.55,18,38,4.0,South America
4993,Designer Handbag,Furniture,4,460.67,1351.49,39,42,4.0,Europe
4994,Sneakers,Electronics,4,112.49,2405.4,73,29,3.2,Europe
4995,Sneakers,Furniture,2,369.44,4988.47,39,51,1.6,Asia
4996,Espresso Machine,Clothing,2,189.77,3220.52,59,37,4.3,Africa
4997,Smartwatch,Art,1,403.3,721.6,40,51,3.2,South America
4998,Coffee Maker,Art,1,167.33,4102.77,98,64,4.1,Africa
4999,Camera Lens,Furniture,1,294.51,2134.04,33,13,2.3,Asia
5000,Leather Jacket,Furniture,2,282.95,3446.27,7,56,2.0,Australia
5001,Winter Coat,Jewelry,2,454.31,3397.15,61,64,4.8,North America
5002,Smartphone,Jewelry,4,407.2,1278.37,43,48,3.8,Europe
5003,Bookshelf,Electronics,4,133.7,1403.24,15,49,3.9,Africa
5004,Camera Lens,Clothing,3,215.16,4155.05,25,34,1.2,Africa
5005,Laptop,Furniture,3,331.65,1085.7,51,72,3.3,South America
5006,Board Game,Furniture,3,122.94,4079.38,73,72,5.0,Africa
5007,Canvas Painting,Books,2,314.24,656.23,88,17,3.9,South America
5008,Wall Art,Art,4,464.19,1883.36,23,42,1.4,Australia
5009,Wireless Headphones,Art,4,222.64,361.76,24,17,3.9,South America
5010,Cookware Set,Art,4,366.72,535.64,25,36,4.1,South America
5011,Bookshelf,Electronics,2,188.32,2882.33,67,7,3.6,Australia
5012,Sneakers,Art,3,469.26,2404.31,70,57,4.4,Australia
5013,Dog Bed,Clothing,4,202.96,2177.56,21,36,1.2,Australia
5014,Bluetooth Speaker,Art,4,24.2,2573.62,76,46,4.8,South America
5015,Antique Vase,Electronics,2,434.91,3981.38,11,3,2.3,Africa
5016,E-Reader,Art,1,230.78,2645.04,41,3,4.2,Europe
5017,Robot Vacuum,Jewelry,1,71.61,4409.69,31,59,2.6,South America
5018,Sneakers,Electronics,4,355.51,417.77,6,21,3.2,North America
5019,Mountain Bike,Art,1,457.43,442.48,27,32,4.8,North America
5020,Portable Charger,Jewelry,1,401.53,2477.47,6,72,1.2,Australia
5021,Portable Charger,Books,3,189.48,1858.52,58,58,4.4,North America
5022,Diamond Ring,Electronics,3,386.23,1677.01,72,14,3.1,Africa
5023,Board Game,Books,2,270.7,3619.5,71,69,4.0,Africa
5024,Electric Guitar,Books,3,286.93,3074.29,15,30,1.0,Australia
5025,Collectible Coin,Jewelry,1,72.5,3964.62,56,27,4.3,Asia
5026,Sneakers,Books,2,107.75,3618.59,5,30,2.2,Asia
5027,Robot Vacuum,Art,2,304.27,1017.75,46,29,1.6,Asia
5028,Espresso Machine,Books,3,361.07,695.99,61,42,3.9,Europe
5029,E-Reader,Books,3,63.08,720.15,49,36,4.0,Asia
5030,Vintage Watch,Furniture,3,359.61,3193.85,10,54,1.4,South America
5031,4K Projector,Furniture,3,302.5,2791.41,2,11,3.7,South America
5032,Electric Guitar,Books,1,383.79,1342.42,5,16,3.8,Africa
5033,Sneakers,Electronics,4,439.84,1441.39,3,23,2.6,South America
5034,Cookware Set,Jewelry,2,441.69,1729.13,85,55,1.1,Australia
5035,Smart Thermostat,Electronics,3,289.66,2414.41,4,57,2.5,Australia
5036,Winter Coat,Furniture,4,158.6,4590.56,51,62,3.6,North America
5037,Electric Guitar,Books,2,476.61,4335.38,15,33,4.5,Australia
5038,Coffee Maker,Art,3,94.81,3903.54,83,26,2.6,Australia
5039,Designer Handbag,Books,4,173.25,4762.41,18,31,4.5,North America
5040,Smartphone,Electronics,3,178.33,4991.94,16,28,3.7,Australia
5041,Bookshelf,Furniture,2,331.67,4166.23,50,23,4.8,South America
5042,Tablet,Jewelry,1,243.86,4668.04,14,4,5.0,Australia
5043,Smartphone,Clothing,4,140.3,658.38,41,27,4.1,Asia
5044,Gaming Console,Clothing,3,431.02,2135.15,80,68,2.3,Asia
5045,Dining Table,Furniture,3,54.16,2459.42,57,62,3.2,South America
5046,Gaming Console,Furniture,2,134.21,2357.92,81,48,4.4,North America
5047,Diamond Ring,Jewelry,3,402.87,671.32,45,70,3.0,Australia
5048,Diamond Ring,Books,2,320.29,141.04,58,54,4.1,Australia
5049,Winter Coat,Art,4,302.96,82.36,10,71,1.8,Asia
5050,Leather Jacket,Furniture,1,268.82,2155.63,63,43,3.9,Asia
5051,Electric Guitar,Jewelry,1,76.26,20.29,94,71,2.8,Asia
5052,Gaming Console,Electronics,1,338.43,3116.93,30,9,1.3,Africa
5053,Bluetooth Speaker,Clothing,3,221.85,3448.47,75,62,3.1,Europe
5054,Espresso Machine,Art,3,74.71,2506.67,13,6,1.6,Asia
5055,Desk Lamp,Furniture,4,345.85,1915.35,99,61,2.3,North America
5056,LED TV,Electronics,3,106.83,309.11,33,11,3.8,South America
5057,Tablet,Art,2,231.71,4898.23,14,68,3.5,South America
5058,Sneakers,Clothing,1,183.02,4453.07,10,72,2.1,North America
5059,Smartphone,Furniture,2,279.04,2130.51,65,35,2.4,Africa
5060,Gaming Console,Jewelry,1,473.72,3468.25,68,65,2.7,Europe
5061,Dining Table,Clothing,3,109.07,1188.14,100,60,3.0,North America
5062,Board Game,Art,1,162.92,3967.46,13,61,4.0,Australia
5063,Action Figure,Art,3,271.94,492.04,84,39,2.8,Australia
5064,Luggage Set,Electronics,1,145.39,4473.64,63,59,3.1,South America
5065,Diamond Ring,Clothing,1,143.2,466.54,72,4,2.6,Europe
5066,Vintage Watch,Jewelry,4,429.26,1719.03,82,56,4.4,South America
5067,Vintage Watch,Art,3,261.51,3790.17,23,40,4.9,Asia
5068,Dog Bed,Books,3,89.62,4306.71,66,5,2.5,South America
5069,Dining Table,Clothing,2,147.65,800.68,99,51,4.7,Europe
5070,Dog Bed,Jewelry,1,100.55,1033.0,31,61,3.0,Asia
5071,Board Game,Art,3,195.63,1427.21,83,7,3.5,South America
5072,Laptop,Furniture,4,477.29,1768.91,71,16,1.7,Australia
5073,Baby Stroller,Electronics,2,188.36,4848.09,63,9,3.0,Australia
5074,Fitness Tracker,Furniture,4,93.43,2181.09,66,70,2.5,Africa
5075,Leather Jacket,Books,3,112.05,4620.21,62,17,3.2,Africa
5076,Collectible Coin,Jewelry,2,230.88,1831.93,44,20,4.4,Europe
5077,Canvas Painting,Jewelry,1,16.69,2035.9,65,61,3.1,Europe
5078,Winter Coat,Jewelry,1,428.86,3611.72,62,27,4.6,Asia
5079,Portable Charger,Clothing,4,433.9,418.77,60,72,4.6,South America
5080,Sneakers,Jewelry,2,464.77,3792.21,83,1,4.3,Europe
5081,4K Projector,Books,3,20.93,2306.01,97,31,2.3,Europe
5082,Vintage Watch,Art,3,391.77,1958.35,79,11,1.6,Australia
5083,Board Game,Electronics,2,87.17,2856.39,12,10,1.6,Africa
5084,Diamond Ring,Furniture,4,393.74,3115.19,59,68,1.4,North America
5085,Backpack,Art,1,95.16,2994.84,69,36,1.9,Africa
5086,Portable Charger,Clothing,2,266.22,891.03,55,15,3.3,Asia
5087,Winter Coat,Art,2,75.87,4812.86,3,10,1.2,Africa
5088,Board Game,Jewelry,4,64.67,3128.74,72,72,3.5,Australia
5089,Bluetooth Speaker,Electronics,4,194.39,4510.23,48,37,4.6,South America
5090,Diamond Ring,Art,3,145.4,3927.08,61,21,5.0,Africa
