item_id,item_name,category,item_condition,starting_price,final_price,bids_count,auction_duration,status,predicted_final_price,seller
3884,Item_3884,Sports,Refurbished,247,605,19,5 Days,Completed,617,Seller_3
3885,Item_3885,Furniture,Used,448,698,6,3 Days,Completed,701,Seller_10
3886,Item_3886,Sports,Used,729,1092,7,1 Days,Completed,1120,Seller_3
3887,Item_3887,Books,New,606,931,6,1 Days,Completed,939,Seller_4
3888,Item_3888,Furniture,Used,226,351,5,5 Days,Completed,396,Seller_10
3889,Item_3889,Mobiles,Refurbished,329,794,20,6 Days,Completed,771,Seller_2
3890,Item_3890,Gaming,New,349,803,15,1 Days,Completed,804,Seller_6
3891,Item_3891,Jewelry,Refurbished,523,631,12,6 Days,Completed,676,Seller_8
3892,Item_3892,Gaming,Used,396,711,2,7 Days,Completed,691,Seller_6
3893,Item_3893,Fashion,Refurbished,683,903,12,2 Days,Completed,882,Seller_5
3894,Item_3894,Furniture,Refurbished,107,166,7,6 Days,Completed,211,Seller_10
3895,Item_3895,Jewelry,New,888,1035,16,6 Days,Completed,1054,Seller_8
3896,Item_3896,Books,Used,546,1006,18,6 Days,Completed,1027,Seller_4
3897,Item_3897,Gaming,Used,332,668,12,4 Days,Completed,618,Seller_6
3898,Item_3898,Electronics,New,888,1273,2,1 Days,Completed,1230,Seller_7
3899,Item_3899,Jewelry,Used,594,847,3,3 Days,Completed,892,Seller_8
3900,Item_3900,Mobiles,Refurbished,852,1125,2,6 Days,Completed,1076,Seller_2
3901,Item_3901,Appliances,Refurbished,512,869,18,5 Days,Completed,856,Seller_9
3902,Item_3902,Electronics,New,479,623,7,6 Days,Completed,654,Seller_7
3903,Item_3903,Art,Refurbished,318,408,6,5 Days,Completed,383,Seller_1
3904,Item_3904,Art,Refurbished,938,1329,7,5 Days,Completed,1303,Seller_1
3905,Item_3905,Gaming,New,684,694,18,3 Days,Completed,734,Seller_6
3906,Item_3906,Jewelry,Used,208,415,11,1 Days,Completed,418,Seller_8
3907,Item_3907,Art,New,983,1463,4,6 Days,Completed,1442,Seller_1
3908,Item_3908,Books,New,391,708,7,7 Days,Completed,747,Seller_4
3909,Item_3909,Electronics,Used,942,1119,15,6 Days,Completed,1160,Seller_7
3910,Item_3910,Furniture,Refurbished,873,1248,14,1 Days,Completed,1217,Seller_10
3911,Item_3911,Electronics,Refurbished,116,210,13,3 Days,Completed,236,Seller_7
3912,Item_3912,Books,Refurbished,330,695,15,2 Days,Completed,691,Seller_4
3913,Item_3913,Books,Used,108,565,4,4 Days,Completed,526,Seller_4
3914,Item_3914,Gaming,Used,920,1132,8,6 Days,Completed,1138,Seller_6
3915,Item_3915,Art,Used,362,701,12,3 Days,Completed,742,Seller_1
3916,Item_3916,Electronics,New,465,698,20,5 Days,Completed,650,Seller_7
3917,Item_3917,Art,Used,480,928,20,3 Days,Completed,903,Seller_1
3918,Item_3918,Books,Refurbished,609,739,8,3 Days,Completed,725,Seller_4
3919,Item_3919,Sports,Used,904,1084,4,1 Days,Completed,1045,Seller_3
3920,Item_3920,Jewelry,Refurbished,133,279,5,2 Days,Completed,320,Seller_8
3921,Item_3921,Art,Refurbished,674,927,7,2 Days,Completed,939,Seller_1
3922,Item_3922,Furniture,Refurbished,668,735,5,5 Days,Completed,749,Seller_10
3923,Item_3923,Books,New,431,632,7,4 Days,Completed,632,Seller_4
3924,Item_3924,Furniture,Used,375,716,7,5 Days,Completed,719,Seller_10
3925,Item_3925,Books,Refurbished,739,1198,20,2 Days,Completed,1226,Seller_4
3926,Item_3926,Gaming,New,889,1315,8,2 Days,Completed,1363,Seller_6
3927,Item_3927,Books,New,814,1088,9,7 Days,Completed,1080,Seller_4
3928,Item_3928,Sports,Used,307,400,1,1 Days,Completed,389,Seller_3
3929,Item_3929,Jewelry,New,614,920,6,5 Days,Completed,879,Seller_8
3930,Item_3930,Jewelry,New,562,926,6,4 Days,Completed,883,Seller_8
3931,Item_3931,Mobiles,Refurbished,111,173,16,2 Days,Completed,138,Seller_2
3932,Item_3932,Books,New,963,1263,3,1 Days,Completed,1216,Seller_4
3933,Item_3933,Gaming,Refurbished,999,1411,16,5 Days,Completed,1424,Seller_6
3934,Item_3934,Gaming,Refurbished,426,717,17,1 Days,Completed,711,Seller_6
3935,Item_3935,Art,Used,619,813,17,5 Days,Completed,847,Seller_1
3936,Item_3936,Mobiles,New,542,986,8,4 Days,Completed,974,Seller_2
3937,Item_3937,Books,Used,505,873,16,5 Days,Completed,825,Seller_4
3938,Item_3938,Jewelry,New,499,531,10,1 Days,Completed,577,Seller_8
3939,Item_3939,Gaming,New,763,1212,15,6 Days,Completed,1162,Seller_6
3940,Item_3940,Fashion,Used,296,637,18,7 Days,Completed,600,Seller_5
3941,Item_3941,Furniture,New,701,1188,11,6 Days,Completed,1233,Seller_10
3942,Item_3942,Mobiles,Used,880,1300,15,3 Days,Completed,1310,Seller_2
3943,Item_3943,Furniture,Used,351,418,5,3 Days,Completed,369,Seller_10
3944,Item_3944,Mobiles,Used,573,999,9,3 Days,Completed,971,Seller_2
3945,Item_3945,Gaming,New,683,838,11,5 Days,Completed,803,Seller_6
3946,Item_3946,Gaming,Used,748,1052,15,2 Days,Completed,1021,Seller_6
3947,Item_3947,Books,New,269,440,5,6 Days,Completed,428,Seller_4
3948,Item_3948,Jewelry,New,965,1209,5,7 Days,Completed,1212,Seller_8
3949,Item_3949,Sports,Used,520,922,2,7 Days,Completed,957,Seller_3
3950,Item_3950,Jewelry,Refurbished,652,974,19,5 Days,Completed,932,Seller_8
3951,Item_3951,Art,Refurbished,697,996,1,3 Days,Completed,975,Seller_1
3952,Item_3952,Furniture,New,520,843,3,6 Days,Completed,797,Seller_10
3953,Item_3953,Furniture,Refurbished,995,1218,20,5 Days,Completed,1257,Seller_10
3954,Item_3954,Books,New,708,897,18,4 Days,Completed,876,Seller_4
3955,Item_3955,Jewelry,Used,921,984,7,5 Days,Completed,997,Seller_8
3956,Item_3956,Art,Used,819,1151,4,5 Days,Completed,1180,Seller_1
3957,Item_3957,Art,Refurbished,780,1176,9,5 Days,Completed,1196,Seller_1
3958,Item_3958,Mobiles,Used,283,734,18,4 Days,Completed,730,Seller_2
3959,Item_3959,Art,New,623,1108,14,3 Days,Completed,1092,Seller_1
3960,Item_3960,Sports,New,515,630,11,1 Days,Completed,582,Seller_3
3961,Item_3961,Jewelry,Used,169,326,9,6 Days,Completed,332,Seller_8
3962,Item_3962,Appliances,Refurbished,613,865,8,4 Days,Completed,856,Seller_9
3963,Item_3963,Jewelry,New,163,244,11,4 Days,Completed,279,Seller_8
3964,Item_3964,Gaming,New,565,575,9,6 Days,Completed,624,Seller_6
3965,Item_3965,Books,Used,677,1001,16,3 Days,Completed,999,Seller_4
3966,Item_3966,Sports,Refurbished,732,1001,6,3 Days,Completed,986,Seller_3
3967,Item_3967,Gaming,New,861,1144,11,5 Days,Completed,1156,Seller_6
3968,Item_3968,Jewelry,New,220,430,13,3 Days,Completed,383,Seller_8
3969,Item_3969,Mobiles,Refurbished,192,546,19,7 Days,Completed,540,Seller_2
3970,Item_3970,Mobiles,Used,802,1071,4,5 Days,Completed,1090,Seller_2
3971,Item_3971,Gaming,Used,664,797,5,2 Days,Completed,790,Seller_6
3972,Item_3972,Mobiles,Refurbished,127,358,5,5 Days,Completed,324,Seller_2
3973,Item_3973,Fashion,Used,821,948,11,5 Days,Completed,922,Seller_5
3974,Item_3974,Jewelry,New,506,596,8,4 Days,Completed,552,Seller_8
3975,Item_3975,Appliances,Refurbished,891,1061,17,1 Days,Completed,1081,Seller_9
3976,Item_3976,Mobiles,Refurbished,999,1177,8,2 Days,Completed,1134,Seller_2
3977,Item_3977,Sports,Used,118,575,19,4 Days,Completed,581,Seller_3
3978,Item_3978,Gaming,Used,905,1295,16,1 Days,Completed,1302,Seller_6
3979,Item_3979,Mobiles,Used,938,968,10,7 Days,Completed,964,Seller_2
3980,Item_3980,Furniture,New,203,397,17,1 Days,Completed,388,Seller_10
3981,Item_3981,Fashion,New,815,900,12,1 Days,Completed,920,Seller_5
3982,Item_3982,Furniture,New,900,1071,15,5 Days,Completed,1057,Seller_10
3983,Item_3983,Sports,Used,933,1163,18,7 Days,Completed,1151,Seller_3
3984,Item_3984,Art,Used,164,476,11,5 Days,Completed,489,Seller_1
3985,Item_3985,Mobiles,Refurbished,828,1094,9,3 Days,Completed,1110,Seller_2
3986,Item_3986,Gaming,Used,700,953,11,1 Days,Completed,984,Seller_6
3987,Item_3987,Furniture,Used,219,601,16,4 Days,Completed,556,Seller_10
3988,Item_3988,Sports,New,527,920,19,4 Days,Completed,969,Seller_3
3989,Item_3989,Furniture,Used,379,794,1,2 Days,Completed,754,Seller_10
3990,Item_3990,Appliances,New,970,1355,11,2 Days,Completed,1363,Seller_9
3991,Item_3991,Sports,Refurbished,241,657,5,3 Days,Completed,707,Seller_3
3992,Item_3992,Furniture,Used,523,713,15,1 Days,Completed,723,Seller_10
3993,Item_3993,Fashion,Refurbished,132,592,7,6 Days,Completed,547,Seller_5
3994,Item_3994,Mobiles,New,984,1397,7,4 Days,Completed,1387,Seller_2
3995,Item_3995,Fashion,Used,756,972,9,1 Days,Completed,991,Seller_5
3996,Item_3996,Electronics,Refurbished,739,1230,9,7 Days,Completed,1264,Seller_7
3997,Item_3997,Appliances,New,344,650,20,1 Days,Completed,607,Seller_9
3998,Item_3998,Jewelry,New,396,704,20,5 Days,Completed,682,Seller_8
3999,Item_3999,Gaming,Used,230,431,9,3 Days,Completed,467,Seller_6
4000,Item_4000,Furniture,Refurbished,275,401,6,2 Days,Completed,366,Seller_10
4001,Item_4001,Electronics,Refurbished,409,831,16,6 Days,Completed,841,Seller_7
4002,Item_4002,Books,Used,723,867,9,2 Days,Completed,830,Seller_4
4003,Item_4003,Jewelry,Refurbished,903,1373,20,5 Days,Completed,1413,Seller_8
4004,Item_4004,Mobiles,New,272,620,6,6 Days,Completed,655,Seller_2
4005,Item_4005,Mobiles,Refurbished,448,922,12,2 Days,Completed,950,Seller_2
4006,Item_4006,Mobiles,Refurbished,251,442,6,4 Days,Completed,481,Seller_2
4007,Item_4007,Furniture,Refurbished,764,924,3,3 Days,Completed,894,Seller_10
4008,Item_4008,Sports,New,486,774,19,7 Days,Completed,742,Seller_3
4009,Item_4009,Fashion,Refurbished,539,843,8,4 Days,Completed,848,Seller_5
4010,Item_4010,Gaming,New,469,751,3,2 Days,Completed,765,Seller_6
4011,Item_4011,Gaming,Used,972,1185,17,3 Days,Completed,1141,Seller_6
4012,Item_4012,Gaming,Refurbished,970,980,6,6 Days,Completed,945,Seller_6
4013,Item_4013,Electronics,Refurbished,688,990,2,2 Days,Completed,948,Seller_7
4014,Item_4014,Appliances,Used,273,394,11,7 Days,Completed,383,Seller_9
4015,Item_4015,Appliances,New,264,457,1,4 Days,Completed,454,Seller_9
4016,Item_4016,Art,Refurbished,843,1259,12,4 Days,Completed,1236,Seller_1
4017,Item_4017,Electronics,New,601,920,8,5 Days,Completed,926,Seller_7
4018,Item_4018,Furniture,New,992,1264,15,7 Days,Completed,1303,Seller_10
4019,Item_4019,Mobiles,New,308,635,4,1 Days,Completed,599,Seller_2
4020,Item_4020,Sports,Refurbished,953,1389,6,6 Days,Completed,1342,Seller_3
4021,Item_4021,Art,Used,533,578,6,2 Days,Completed,549,Seller_1
4022,Item_4022,Gaming,Refurbished,509,781,1,7 Days,Completed,778,Seller_6
4023,Item_4023,Furniture,Used,551,744,2,4 Days,Completed,700,Seller_10
4024,Item_4024,Sports,New,230,701,14,7 Days,Completed,684,Seller_3
4025,Item_4025,Sports,Used,122,421,8,2 Days,Completed,386,Seller_3
4026,Item_4026,Furniture,Refurbished,241,672,7,6 Days,Completed,646,Seller_10
4027,Item_4027,Books,Used,748,915,1,3 Days,Completed,938,Seller_4
4028,Item_4028,Furniture,Used,109,225,17,4 Days,Completed,209,Seller_10
4029,Item_4029,Electronics,Refurbished,175,285,4,7 Days,Completed,280,Seller_7
4030,Item_4030,Gaming,Used,804,1158,7,5 Days,Completed,1194,Seller_6
4031,Item_4031,Books,New,435,631,14,4 Days,Completed,658,Seller_4
4032,Item_4032,Appliances,Used,331,364,8,1 Days,Completed,387,Seller_9
4033,Item_4033,Books,Used,330,538,4,7 Days,Completed,574,Seller_4
4034,Item_4034,Sports,Refurbished,890,1159,8,3 Days,Completed,1138,Seller_3
4035,Item_4035,Furniture,Refurbished,236,396,10,5 Days,Completed,422,Seller_10
4036,Item_4036,Art,Used,143,461,11,4 Days,Completed,445,Seller_1
4037,Item_4037,Gaming,Refurbished,424,518,11,6 Days,Completed,506,Seller_6
4038,Item_4038,Art,Used,958,1172,5,7 Days,Completed,1213,Seller_1
4039,Item_4039,Jewelry,Refurbished,984,1076,16,6 Days,Completed,1070,Seller_8
4040,Item_4040,Art,Refurbished,207,527,13,5 Days,Completed,542,Seller_1
4041,Item_4041,Art,Used,570,837,19,7 Days,Completed,863,Seller_1
4042,Item_4042,Electronics,Used,711,1098,13,3 Days,Completed,1079,Seller_7
4043,Item_4043,Jewelry,New,147,526,14,6 Days,Completed,560,Seller_8
4044,Item_4044,Sports,Refurbished,918,1097,8,3 Days,Completed,1116,Seller_3
4045,Item_4045,Sports,Refurbished,389,526,18,2 Days,Completed,554,Seller_3
4046,Item_4046,Furniture,Refurbished,419,598,19,6 Days,Completed,623,Seller_10
4047,Item_4047,Electronics,New,799,1012,5,2 Days,Completed,988,Seller_7
4048,Item_4048,Mobiles,New,902,1299,8,4 Days,Completed,1253,Seller_2
4049,Item_4049,Books,Used,390,417,1,6 Days,Completed,444,Seller_4
4050,Item_4050,Appliances,New,250,386,16,6 Days,Completed,405,Seller_9
4051,Item_4051,Appliances,Refurbished,832,1080,11,1 Days,Completed,1107,Seller_9
4052,Item_4052,Art,New,203,691,18,4 Days,Completed,647,Seller_1
4053,Item_4053,Appliances,New,984,1191,7,2 Days,Completed,1231,Seller_9
4054,Item_4054,Furniture,Refurbished,761,1087,5,7 Days,Completed,1097,Seller_10
4055,Item_4055,Books,Refurbished,953,1244,18,6 Days,Completed,1202,Seller_4
4056,Item_4056,Electronics,New,406,474,5,1 Days,Completed,512,Seller_7
4057,Item_4057,Appliances,Refurbished,555,669,2,6 Days,Completed,621,Seller_9
4058,Item_4058,Gaming,Refurbished,679,973,16,3 Days,Completed,927,Seller_6
4059,Item_4059,Mobiles,New,155,472,8,1 Days,Completed,517,Seller_2
4060,Item_4060,Books,Used,168,208,14,6 Days,Completed,208,Seller_4
4061,Item_4061,Furniture,New,123,470,17,6 Days,Completed,469,Seller_10
4062,Item_4062,Art,New,655,673,18,5 Days,Completed,706,Seller_1
4063,Item_4063,Appliances,Refurbished,815,1043,17,2 Days,Completed,1003,Seller_9
4064,Item_4064,Appliances,Refurbished,613,796,4,3 Days,Completed,769,Seller_9
4065,Item_4065,Fashion,Refurbished,973,983,4,6 Days,Completed,1023,Seller_5
4066,Item_4066,Appliances,Used,576,768,6,4 Days,Completed,752,Seller_9
4067,Item_4067,Mobiles,Refurbished,665,789,3,4 Days,Completed,801,Seller_2
4068,Item_4068,Books,Refurbished,493,520,18,4 Days,Completed,526,Seller_4
4069,Item_4069,Fashion,Refurbished,751,952,18,5 Days,Completed,960,Seller_5
4070,Item_4070,Art,Refurbished,351,834,7,5 Days,Completed,838,Seller_1
4071,Item_4071,Art,Refurbished,178,313,5,6 Days,Completed,330,Seller_1
4072,Item_4072,Jewelry,Used,295,552,11,7 Days,Completed,553,Seller_8
4073,Item_4073,Electronics,Used,963,1379,3,3 Days,Completed,1365,Seller_7
4074,Item_4074,Fashion,Refurbished,207,412,8,6 Days,Completed,392,Seller_5
4075,Item_4075,Gaming,New,618,657,9,4 Days,Completed,647,Seller_6
4076,Item_4076,Fashion,New,643,936,8,1 Days,Completed,900,Seller_5
4077,Item_4077,Furniture,Refurbished,151,638,8,6 Days,Completed,632,Seller_10
4078,Item_4078,Books,Refurbished,399,462,20,3 Days,Completed,461,Seller_4
4079,Item_4079,Electronics,Used,569,868,18,1 Days,Completed,853,Seller_7
4080,Item_4080,Art,New,370,861,12,7 Days,Completed,902,Seller_1
4081,Item_4081,Books,Refurbished,954,1105,7,4 Days,Completed,1060,Seller_4
4082,Item_4082,Jewelry,Refurbished,164,628,4,4 Days,Completed,644,Seller_8
4083,Item_4083,Books,Refurbished,275,311,7,6 Days,Completed,323,Seller_4
4084,Item_4084,Electronics,Refurbished,454,588,10,7 Days,Completed,610,Seller_7
4085,Item_4085,Gaming,Used,306,675,7,5 Days,Completed,639,Seller_6
4086,Item_4086,Books,New,385,581,17,5 Days,Completed,599,Seller_4
4087,Item_4087,Mobiles,Used,281,531,14,6 Days,Completed,493,Seller_2
4088,Item_4088,Gaming,Refurbished,260,671,11,1 Days,Completed,647,Seller_6
4089,Item_4089,Mobiles,Refurbished,194,421,15,1 Days,Completed,414,Seller_2
4090,Item_4090,Furniture,New,196,504,13,7 Days,Completed,522,Seller_10
4091,Item_4091,Mobiles,Refurbished,712,821,13,1 Days,Completed,780,Seller_2
4092,Item_4092,Books,Used,837,1063,1,5 Days,Completed,1069,Seller_4
4093,Item_4093,Electronics,Used,718,900,18,6 Days,Completed,900,Seller_7
4094,Item_4094,Mobiles,Refurbished,558,890,19,6 Days,Completed,848,Seller_2
4095,Item_4095,Books,New,964,1288,2,7 Days,Completed,1269,Seller_4
4096,Item_4096,Mobiles,Used,195,351,8,6 Days,Completed,335,Seller_2
4097,Item_4097,Gaming,Used,238,559,11,7 Days,Completed,558,Seller_6
4098,Item_4098,Mobiles,New,222,545,5,5 Days,Completed,590,Seller_2
4099,Item_4099,Sports,New,827,1122,4,2 Days,Completed,1072,Seller_3
4100,Item_4100,Electronics,Used,123,164,1,7 Days,Completed,189,Seller_7
4101,Item_4101,Fashion,Refurbished,346,428,19,2 Days,Completed,472,Seller_5
4102,Item_4102,Books,New,305,597,18,1 Days,Completed,569,Seller_4
4103,Item_4103,Sports,Refurbished,120,308,19,6 Days,Completed,323,Seller_3
4104,Item_4104,Fashion,Refurbished,104,281,10,6 Days,Completed,260,Seller_5
4105,Item_4105,Gaming,New,765,822,15,1 Days,Completed,863,Seller_6
4106,Item_4106,Fashion,Used,156,647,9,1 Days,Completed,602,Seller_5
4107,Item_4107,Art,Used,965,1058,14,2 Days,Completed,1058,Seller_1
4108,Item_4108,Books,Used,337,789,2,2 Days,Completed,823,Seller_4
4109,Item_4109,Art,Used,732,755,3,5 Days,Completed,739,Seller_1
4110,Item_4110,Jewelry,Refurbished,939,1121,11,4 Days,Completed,1151,Seller_8
4111,Item_4111,Furniture,Used,198,477,12,6 Days,Completed,524,Seller_10
4112,Item_4112,Art,Refurbished,451,500,10,7 Days,Completed,458,Seller_1
4113,Item_4113,Art,Used,976,1475,17,4 Days,Completed,1507,Seller_1
4114,Item_4114,Furniture,New,394,668,13,5 Days,Completed,663,Seller_10
4115,Item_4115,Appliances,Refurbished,376,642,19,2 Days,Completed,601,Seller_9
4116,Item_4116,Appliances,Refurbished,880,1304,6,3 Days,Completed,1317,Seller_9
4117,Item_4117,Gaming,New,153,294,4,3 Days,Completed,274,Seller_6
4118,Item_4118,Mobiles,Refurbished,492,850,12,3 Days,Completed,861,Seller_2
4119,Item_4119,Jewelry,New,840,1062,4,5 Days,Completed,1049,Seller_8
4120,Item_4120,Appliances,New,325,824,11,4 Days,Completed,791,Seller_9
4121,Item_4121,Books,Used,740,1062,6,7 Days,Completed,1061,Seller_4
4122,Item_4122,Furniture,Used,370,747,4,4 Days,Completed,729,Seller_10
4123,Item_4123,Jewelry,Used,706,799,13,7 Days,Completed,797,Seller_8
4124,Item_4124,Sports,Used,145,617,10,2 Days,Completed,662,Seller_3
4125,Item_4125,Sports,Refurbished,173,608,6,7 Days,Completed,561,Seller_3
4126,Item_4126,Appliances,Used,635,881,12,7 Days,Completed,889,Seller_9
4127,Item_4127,Mobiles,Used,977,1146,7,3 Days,Completed,1120,Seller_2
4128,Item_4128,Furniture,Refurbished,731,1050,16,6 Days,Completed,1092,Seller_10
4129,Item_4129,Sports,Refurbished,474,668,9,4 Days,Completed,626,Seller_3
4130,Item_4130,Sports,Refurbished,933,1117,6,4 Days,Completed,1074,Seller_3
4131,Item_4131,Art,Refurbished,288,589,8,6 Days,Completed,561,Seller_1
4132,Item_4132,Fashion,New,932,1173,10,2 Days,Completed,1212,Seller_5
4133,Item_4133,Art,Used,426,596,7,1 Days,Completed,609,Seller_1
4134,Item_4134,Fashion,Used,350,360,2,2 Days,Completed,345,Seller_5
4135,Item_4135,Gaming,Refurbished,171,274,10,2 Days,Completed,224,Seller_6
4136,Item_4136,Appliances,Used,247,455,13,4 Days,Completed,472,Seller_9
4137,Item_4137,Appliances,Refurbished,181,404,1,6 Days,Completed,441,Seller_9
4138,Item_4138,Fashion,New,406,678,9,7 Days,Completed,633,Seller_5
4139,Item_4139,Mobiles,New,176,492,5,6 Days,Completed,540,Seller_2
4140,Item_4140,Jewelry,Used,806,872,18,1 Days,Completed,890,Seller_8
4141,Item_4141,Furniture,New,134,467,14,6 Days,Completed,507,Seller_10
4142,Item_4142,Electronics,Used,897,1324,14,5 Days,Completed,1333,Seller_7
4143,Item_4143,Fashion,Refurbished,151,410,9,4 Days,Completed,457,Seller_5
4144,Item_4144,Fashion,Refurbished,256,524,11,1 Days,Completed,560,Seller_5
4145,Item_4145,Art,New,439,597,3,7 Days,Completed,566,Seller_1
4146,Item_4146,Books,Used,994,1104,19,1 Days,Completed,1143,Seller_4
4147,Item_4147,Gaming,Refurbished,449,679,7,6 Days,Completed,728,Seller_6
4148,Item_4148,Fashion,Refurbished,387,837,12,4 Days,Completed,788,Seller_5
4149,Item_4149,Electronics,New,306,383,5,2 Days,Completed,369,Seller_7
4150,Item_4150,Books,Used,314,336,14,7 Days,Completed,353,Seller_4
4151,Item_4151,Books,Used,848,1132,17,2 Days,Completed,1181,Seller_4
4152,Item_4152,Books,New,857,1202,16,6 Days,Completed,1229,Seller_4
4153,Item_4153,Sports,Used,374,654,5,4 Days,Completed,621,Seller_3
4154,Item_4154,Fashion,Refurbished,663,707,8,1 Days,Completed,679,Seller_5
4155,Item_4155,Books,New,913,987,18,4 Days,Completed,978,Seller_4
4156,Item_4156,Sports,Refurbished,413,701,7,7 Days,Completed,682,Seller_3
4157,Item_4157,Books,Used,839,1318,7,5 Days,Completed,1288,Seller_4
4158,Item_4158,Furniture,New,969,1394,13,6 Days,Completed,1387,Seller_10
4159,Item_4159,Art,Refurbished,509,775,2,3 Days,Completed,812,Seller_1
4160,Item_4160,Jewelry,Used,900,1335,7,5 Days,Completed,1329,Seller_8
4161,Item_4161,Electronics,Used,652,1082,5,4 Days,Completed,1038,Seller_7
4162,Item_4162,Furniture,Refurbished,876,1348,2,5 Days,Completed,1365,Seller_10
4163,Item_4163,Electronics,Refurbished,487,827,9,2 Days,Completed,816,Seller_7
4164,Item_4164,Jewelry,Refurbished,922,1204,7,3 Days,Completed,1171,Seller_8
4165,Item_4165,Fashion,New,628,946,12,1 Days,Completed,922,Seller_5
4166,Item_4166,Gaming,Used,822,1137,14,6 Days,Completed,1113,Seller_6
4167,Item_4167,Mobiles,New,473,793,7,5 Days,Completed,785,Seller_2
4168,Item_4168,Sports,Used,174,659,13,4 Days,Completed,622,Seller_3
4169,Item_4169,Sports,Refurbished,373,479,19,1 Days,Completed,517,Seller_3
4170,Item_4170,Gaming,New,761,827,14,5 Days,Completed,780,Seller_6
4171,Item_4171,Mobiles,Refurbished,169,486,18,6 Days,Completed,440,Seller_2
4172,Item_4172,Sports,Used,675,1170,15,2 Days,Completed,1163,Seller_3
4173,Item_4173,Gaming,Used,798,1144,8,2 Days,Completed,1094,Seller_6
4174,Item_4174,Furniture,New,237,378,11,2 Days,Completed,332,Seller_10
4175,Item_4175,Jewelry,Refurbished,769,926,7,6 Days,Completed,914,Seller_8
4176,Item_4176,Sports,Refurbished,251,534,16,2 Days,Completed,528,Seller_3
4177,Item_4177,Fashion,New,463,929,14,1 Days,Completed,924,Seller_5
4178,Item_4178,Books,New,751,1018,3,7 Days,Completed,974,Seller_4
4179,Item_4179,Furniture,Used,529,551,13,1 Days,Completed,545,Seller_10
4180,Item_4180,Books,Used,543,694,16,6 Days,Completed,705,Seller_4
4181,Item_4181,Gaming,Refurbished,588,652,19,5 Days,Completed,696,Seller_6
4182,Item_4182,Furniture,Refurbished,681,987,2,2 Days,Completed,1008,Seller_10
4183,Item_4183,Mobiles,Refurbished,128,250,15,6 Days,Completed,278,Seller_2
4184,Item_4184,Furniture,Used,663,1163,2,7 Days,Completed,1150,Seller_10
4185,Item_4185,Gaming,New,229,536,16,4 Days,Completed,521,Seller_6
4186,Item_4186,Sports,Used,961,1201,14,2 Days,Completed,1181,Seller_3
4187,Item_4187,Sports,Used,647,836,9,2 Days,Completed,856,Seller_3
4188,Item_4188,Fashion,Refurbished,715,936,18,2 Days,Completed,956,Seller_5
4189,Item_4189,Books,New,490,740,3,1 Days,Completed,773,Seller_4
4190,Item_4190,Art,New,942,1113,11,1 Days,Completed,1163,Seller_1
4191,Item_4191,Mobiles,New,321,705,3,1 Days,Completed,666,Seller_2
4192,Item_4192,Art,New,646,706,1,2 Days,Completed,712,Seller_1
4193,Item_4193,Sports,Used,997,1423,19,3 Days,Completed,1417,Seller_3
4194,Item_4194,Books,Refurbished,110,477,2,4 Days,Completed,467,Seller_4
4195,Item_4195,Appliances,New,892,967,7,3 Days,Completed,988,Seller_9
4196,Item_4196,Books,Used,903,1259,3,4 Days,Completed,1291,Seller_4
4197,Item_4197,Art,Refurbished,741,1014,4,6 Days,Completed,972,Seller_1
4198,Item_4198,Jewelry,Used,622,968,10,4 Days,Completed,1002,Seller_8
4199,Item_4199,Gaming,Used,339,540,3,2 Days,Completed,566,Seller_6
4200,Item_4200,Fashion,New,488,756,6,6 Days,Completed,717,Seller_5
4201,Item_4201,Mobiles,Used,162,495,13,5 Days,Completed,524,Seller_2
4202,Item_4202,Electronics,Refurbished,936,948,12,3 Days,Completed,966,Seller_7
4203,Item_4203,Fashion,New,179,647,20,3 Days,Completed,621,Seller_5
4204,Item_4204,Furniture,New,375,565,16,5 Days,Completed,576,Seller_10
4205,Item_4205,Appliances,Refurbished,585,936,17,3 Days,Completed,962,Seller_9
4206,Item_4206,Sports,New,758,956,12,6 Days,Completed,933,Seller_3
4207,Item_4207,Sports,Used,925,1285,5,2 Days,Completed,1251,Seller_3
4208,Item_4208,Art,Used,307,646,3,4 Days,Completed,640,Seller_1
4209,Item_4209,Art,Used,679,1079,9,5 Days,Completed,1127,Seller_1
4210,Item_4210,Furniture,New,833,1194,3,6 Days,Completed,1159,Seller_10
4211,Item_4211,Art,Refurbished,773,969,10,1 Days,Completed,997,Seller_1
4212,Item_4212,Art,New,605,982,8,3 Days,Completed,957,Seller_1
4213,Item_4213,Appliances,New,716,1138,1,1 Days,Completed,1171,Seller_9
4214,Item_4214,Gaming,New,922,1155,13,7 Days,Completed,1122,Seller_6
4215,Item_4215,Furniture,Used,817,1287,6,1 Days,Completed,1300,Seller_10
4216,Item_4216,Furniture,Used,819,881,1,3 Days,Completed,831,Seller_10
4217,Item_4217,Fashion,Used,363,510,7,2 Days,Completed,515,Seller_5
4218,Item_4218,Appliances,Refurbished,970,1107,8,3 Days,Completed,1126,Seller_9
4219,Item_4219,Electronics,Used,218,528,1,4 Days,Completed,538,Seller_7
4220,Item_4220,Jewelry,New,729,881,19,3 Days,Completed,884,Seller_8
4221,Item_4221,Mobiles,Refurbished,848,1041,1,5 Days,Completed,1076,Seller_2
4222,Item_4222,Sports,Refurbished,314,575,11,1 Days,Completed,605,Seller_3
4223,Item_4223,Electronics,Used,926,1192,19,3 Days,Completed,1147,Seller_7
